RepeatID,rDNAdel.ESC134_L1_rep1__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC134_L1_rep2__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep1__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep2__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep3__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep4__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_18hr_rep1__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_18hr_rep2__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_24hr_rep1__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_24hr_rep2__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_24hr_rep3__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_eft3p.TIR1_auxin.1mM_24hr_rep1__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_eft3p.TIR1_auxin.1mM_24hr_rep2__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_eft3p.TIR1_auxin.1mM_24hr_rep3__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep1__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep2__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep3__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep4__fsp_ht2.ce10_sbl_sSR.bam
CELE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
CELE1,0,0,0,0,0,0,0,0,1,0,6,0,0,1.4,0,2,0,0
CELE1_dup1,0,25,0,47,0,0,0,0,1,0,2,0,0,3,0,0,0,0
CELE14B,0,0,0,0,0,2,0,0,0,0,2,0,0,8,0,0,0,0
PALTTAA3_CE,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
AT_rich,207,66,2,47,312,194,12,5,9,4,22,28,107,28,63,1389,310,1025
CERP3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46B,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0
AT_rich_dup1,4798,3149,3426,10050,8789,6291,1268,909,1703,325,2239,7282,8882,6268,1885,8287,778,2968
CELE1_dup2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,16
CERP3_dup1,0,0,2,0,0,5,0,0,0,0,5,2,12,4,0,62,0,14
PALTA5_CE,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,13
HelitronY1A_CE,0,0,0,0,0,0.05,2,0,0,2,0.33,0,0.22,10.96,0,0,0,0.17
(GCCTAA)n,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,25.11,0,0
(GCCTAA)n_dup1,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6
LONGPAL1,0,0,0,0,0,10.95,0,0,0,1,4.57,1.2,8.47,2.41,20,0,0,0
PALTTTAAA3,0,0,0,0,0,8,1,0,0,0,1,2,0,0,0,0,0,0
PALTTTAAA3_dup1,0,0,0,0,0,2.44,0,0,0,0,0,0,2,0,0,0,0.07,0
CELE2_dup1,0,0,0,0,0,0,1,0.5,0,0,1.5,0,3,0,0,0,0,0
AT_rich_dup2,21,10,0,0,41,9,2,4,8,4,13,12,25,22,0,0,0,0
AT_rich_dup3,1,0,0,0,13,8,10,0,2,0,12,33,30,24,0,58,0,2
AT_rich_dup4,57,10,204,531,49,45,6,0,0,0,8,7,2,6,128,445,17,78
AT_rich_dup5,36,40,56,39,246,78.5,26,12,22,4,35,70.5,127.5,74,50.5,140,12,64
CERP16,0,23,0,0,0,33,0,0,0,0,15,0,0,1,0,0,0,0
LR9A,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PALTTAA3_CE_dup1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
PALTTTAAA3_dup2,0,0.4,0.18,0,0,1.44,0,0,0,0,0,0,5,2,0,0,0.07,0.93
PALTTTAAA1,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,28
AT_rich_dup6,29,33,139,0,56,34,8,9,15,5,49,54,46,89,0,4.5,7,29
NPALTA1_CE,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,14
NPALTA1_CE_dup1,0,0,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT_rich_dup7,20,26,221,256,164,104,0,3,2,4,9,34,41,37.5,110,471,33,133
AT_rich_dup8,0,0,0,2,21,7,1,4,0,5,23,26,21.5,22.5,1,0,6,5
AT_rich_dup9,36,1,2,62,65,114,17,10,19,6,21,69,113,68,116,63,16,46
CELE2_dup2,0,0,0,0,0,0,1,1.5,0,0,1.5,0,0,0,0,0,0,0
CELE1_dup3,0,0,0,0,0,20,0,0,0,0,0,3,4,1,0,0,0,0
CELE1_dup4,0,0,0,0,0,9,1,0,3,0,0,0,0,0,0,0,0,0
CELE2_dup3,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0
CELE2_dup4,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,1
TIR9TA1B_CE,0,0,0,0,0,0,0,0,0,0,1,1,4,5,0,0,0,2
TIR9TA1C_CE,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,11
CEMUDR1,0,0,0,0,2,31,0,0,0,0,1,3,0,0,0,0,0,9
HAT3_CE,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2
CELE1_dup5,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1
CELE1_dup6,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
PALTA3_CE,22,0,0,0,4,3.43,0,0,0,0,0,0,2.1,2,0,0,0,0
TIR9TA1C_CE_dup1,0,0,0,0,0,3,1,0,1,0,2,0,1,4,0,0,0,14
CEMUDR1_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAL8C_3,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
AT_rich_dup10,34,4,0,112,40,40,18,9,22,2,34,92,117,96,0,0,4,13
AT_rich_dup11,78,37,0,37,124,78,4,2,0,4,8,17,34,17,1,82,2,36
AT_rich_dup12,14,55,79,35,238,165,32,24,42,5,60,238,196,289,42,2,14,43
AT_rich_dup13,350,362,280,315,805,699,197,116,261,81,425,973,1294,977,1,125,105,278
LR9A_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR9A_dup2,6,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0
CERP16_dup1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
AT_rich_dup14,6466,4341,8918,9653,12828,11329,1015,657,1349,321,1900,5955,8611.5,5735.5,3380,16623,1797,7091
NPAL0A_CE,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0
PALTTTAAA1_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Chapaev-2_CE,1,0,0,0,1,5,0,2,1,0,4,8,4,8,0,0,0,12
Chapaev-2_CE_dup1,5,0,0,0,0,20,0,0,1,0,3,2.9,0,1,0,0,0,0
Chapaev-2_CE_dup2,0,0,0,44,0,0,1,0,0,0,0,0.67,0,0,0,18,0,0
AT_rich_dup15,17,4,0,12,28,16,2,5,9,0,11,27,59,39.5,25,29,7,6
HelitronY1A_CE_dup1,0,0,0,0,0,3,2,0,3,0,1,0,1,0,0,2,0,7
CELE46B_dup1,0,0,0,0,0,0.67,0,0,1,0,0,1,1,0.93,0,0,0,0
AT_rich_dup16,61,70,147,182,144,93,15,5,21,3,54,78,163,100,25,41.5,30,111
AT_rich_dup17,16,180,135,176,223,229.5,48,25,71,12,141,254.5,433.5,307,229.5,717,33,157
AT_rich_dup18,37,2,166,102,77,49,21,9,34,5,57,100,139,133,0,65,1,46
AT_rich_dup19,28,49,282,167,100,113,25,16,56,5,87,170,185,206,34,259,10,47
AT_rich_dup20,0,26,0,2,18,15,6,6,16,6,39,70,103,59,0,1,8,8
CELE1_dup7,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
CELE6,0,0,0,0,22,0,0,0,0,0,3,0,1,0,0,0,0,0
AT_rich_dup21,0,0,0,0,0,0,0,1,0,0,0,9,8,13,0,0,0,1
CELE1_dup8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
CELE1_dup9,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
CELETC2,0,0,1,0,0,0,0,0,0,0,0,0,2.06,1,0,0,0,0
(G)n,0.16,0.53,0,0,1.1,0.52,0,0,0,0,0,0,0,0,0,0,0.27,0.04
CELE42,0,0,69,0,0,2,0,0,1,0,0,2,2,4,0,2,0,0
CELE2_dup5,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0
CELE2_dup6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Tc1A,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
Tc1A_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
HAT4_CE,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,1,0.2
AT_rich_dup22,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0
(GA)n,0,19,235,46.5,26,31,1.02,2,0,0,8,4,9,10,2,81.2,0,23
GA-rich,12,29,0,78,18,57,7,5,24,3.5,16,71,111,130.5,20,60,7,33
CELE1_dup10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CELE1_dup11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE42_dup1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0
TC2,20,2.61,0,0,0,20,0,0,0,0,0,0.14,3.4,1.48,0,0,0,0
TC2_dup1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
CELE14A,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
TIR21T5A_CE,0,0.33,0,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0
CELE7,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
CELE7_dup1,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,1,0
PAL5A_CE,0.11,16,0,0,3.5,0.18,0,0,1,0,0.81,0.73,0.21,3.22,0,0.26,0.03,9.75
HelitronY4_CE,0,0,0,0,0.5,0,0.5,0.5,1,1.5,2,3,2,4,0,0,1,5.5
HelitronY1A_CE_dup2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,2
CeRep52,0,0,0,0,14,5,0,2,0,0,2.5,0,3.5,3,0,0,0,0
AT_rich_dup23,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(GCCTAA)n_dup2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,12
(TTAGGC)n,0,0,8,0,0,12,0,0,4,0,4,2,4,4,0,0,0,0
AT_rich_dup24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
TIR9TA1C_CE_dup2,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,13
MINISAT1_CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
CERP16_dup2,6.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MINISAT1_CE_dup1,0,0,0,0,0,11,0,0,0,0,0,0,2,5.5,0,0,0,2
CERP16_dup3,0,0,33,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP16_dup4,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1C_CE_dup3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-rich,1,30,1,0,60,5,4,4,3,0,18,46,53,38,0,38,6,10
(GCCTAA)n_dup3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
TC5A,0.22,0.51,66.02,3.1,0,3.31,1,0,0.35,0,0.41,0.57,0.45,0.38,0,0,1.8,16.06
TC5A_dup1,0.07,0.37,12.05,1.55,0,0.32,0,0,0.14,0,0,0.15,0.03,1.22,0,0,4.54,8.76
CT-rich,2,1,0,0,7,1,0,0,0,1,2,1,2,6,0,0,3,2
(TTAGGC)n_dup1,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0
HAT1_CE,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0
HAT1_CE_dup1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PALTTTAAA1_dup2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PALTTTAAA1_dup3,0,0,0,21,0,0,0,0,0,0,1,0,0,3,0,0,0,0
CELE1_dup12,0,0,0,0,0,1,1,0,0,0,0,3,12,4,0,0,0,0
HelitronY1A_CE_dup3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33
CELE1_dup13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CELE1_dup14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE2_dup7,0,0,0,0,0,10,0,0,0,0,0,0,0,8,8,0,0,0
AT_rich_dup25,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
AT_rich_dup26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LR9A_dup3,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
CERP16_dup5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PAL3A_CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
AT_rich_dup28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PALTTTAAA1_dup4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0
AT_rich_dup31,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
AT_rich_dup32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
AT_rich_dup33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT_rich_dup35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CELE1_dup15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
AT_rich_dup37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AT_rich_dup38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TC2_dup2,0,31,0,0,0,9,1,0,0,0,2,0,3,4,0,0,0,2
TIR9TA1C_CE_dup4,0,0,5,0,0,0,0,0,0,0,0,0,2,6,0,0,0,10
TC2_dup3,0,0,27.58,0,0,16.5,0,0,0,0,2,0,1,7,0.67,0,0,0.4
CELETC2_dup1,0,0,0,0,0,2.2,1,0,0.47,0,0,0,0.37,0,0.14,0,0,5
CELE12B,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
HelitronY4_CE_dup1,0,0,0,0,0.5,0,0.5,0.5,0,1.5,3,3,2,5,0,0,1,5.5
AT_rich_dup39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP4,0.14,8,0,0,0.5,9,0,0,0,1,0,0,10,8.6,0,0,0,0
AT_rich_dup40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AT_rich_dup41,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTTAAA1_dup5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
AT_rich_dup44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
CELE1_dup16,0,0,0,0,0,8,0,0,0,0,0,0,2,3,0,0,0,0
AT_rich_dup45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
AT_rich_dup46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CELE1_dup17,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
CELE1_dup18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTTAAA1_dup6,0,0,0,0,0,4,0,0,0,0,0,0,1,4,0,0,0,0
AT_rich_dup48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GA-rich_dup1,3,4,0,82,48,75,2,1,9,2,28,58,48,74,40,0,3,21
TIR21T5A_CE_dup1,0,0.17,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
CELE1_dup19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup51,0,0,44,0,1,4,0,0,0,0,0,0,0,1,0,0,0,8
AT_rich_dup52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT_rich_dup53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HelitronY1A_CE_dup4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP16_dup6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR9A_dup4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP16_dup7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR9A_dup5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP3_dup2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CERP16_dup8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR9A_dup6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
MINISAT1_CE_dup2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CERP3_dup3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
AT_rich_dup54,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0
TIR9TA1C_CE_dup5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1C_CE_dup6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE1_dup20,0,28,0,0,0,18,0,0,0,0,0,0,0,5,0,0,0,5
(TG)n,0.12,0,0,3.05,3,0,0.02,0,1.04,0,0,0,9.34,2.08,0.2,0,4,10.08
AT_rich_dup56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE1_dup21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
CELE1_dup22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HelitronY1A_CE_dup5,0,20,0,0,0,9,0,0,3,0,2,0,5,3,0,0,0,4
AT_rich_dup57,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8
AT_rich_dup58,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,28,3,0
(TA)n,0,0,0,12,4,5,0.5,0,0,0,1,3,2.5,3.25,0,0,1,0
AT_rich_dup59,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
AT_rich_dup60,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
CELE1_dup23,0,0,0,0,0,0,1,0,0,0,4,0,18,0,0,0,0,0
TIR54TA1_CE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT_rich_dup61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HATN1_CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0
AT_rich_dup62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
CELE14B_dup1,0,0,0,0,0,9,2,0,2,0,0,0,3,5,0,0,0,0
AT_rich_dup63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY4_CE_dup2,0,14,0,41,7,12,0,0,0,0,1,0,0.17,6,0,0,0,12
LINE2G_CE,0,0,0,0,0,9,0,0,0,0,0,8,1,1,0,0,0,10
AT_rich_dup64,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
AT_rich_dup65,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
TIR9TA1C_CE_dup7,0,0,0,0,14,0,0,0,0,0,0,1,0,3,0,0,0,0
AT_rich_dup66,0,0,0,0,0,5,2,0,0,0,0,3,3,5,0,0,1,0
AT_rich_dup67,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
AT_rich_dup68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PALTTTAAA2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TC5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(GCCTAA)n_dup4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,4
HelitronY1A_CE_dup6,0,0,0,23,0,10,0,0,0,0,0,2,0.08,0,0,0,4,0
AT_rich_dup71,0,0,0,0,6,0,1,0,0,1,3,2,4,10,1,64,0,10
HelitronY1A_CE_dup7,0,0,0,0,0,0,0,0,1,0,1,1.33,4,0,0,0,0,0
AT_rich_dup72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CELE42_dup2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0.6,0
PALTA5_CE_dup1,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,4,0
AT_rich_dup73,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
LR9A_dup7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP16_dup9,0,0,0,0,0,8,0,0,0,0,3,0,4,2,18,0,0,0
MINISAT1_CE_dup3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PALTA5_CE_dup2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY1A_CE_dup8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
AT_rich_dup75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
TIR43YW1_CE,0,0,1,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0
AT_rich_dup76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
(TTAGGC)n_dup2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,0,2,0
AT_rich_dup77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC4,22,4.96,0.33,20.7,0,6.83,0,0,0,1.33,2.28,0.56,4.34,9.55,5.43,0.12,2,5.14
(TA)n_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC4_dup1,11.5,0,21.4,16.7,9,18.2,1.2,0.4,0,0,3.73,1.95,4.84,6.2,0,28.1,3,9.6
(TTAGGC)n_dup3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
(TTAGGC)n_dup4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
AT_rich_dup78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT_rich_dup79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY4_CE_dup3,0.04,0,0,0,2.2,5.99,0.05,0,0.66,0,1.26,1.36,7.61,2.49,0,58,1,6.5
TIR9TA1C_CE_dup8,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0
CELE1_dup24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE1_dup25,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
AT_rich_dup81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-rich,0,0,0,0,0,5,0,0,1,0,1,4,0,4,0,0,0,0
PAL8C_3_dup1,0,26,0,0,0,0,0,0,1,0,0,4,12,1,0,0,0,0
AT_rich_dup82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE45,42.48,30.65,13.79,73.09,200.11,85.89,6.94,7.49,8.93,1.08,11.3,43.53,40.85,42.07,60.07,114.61,12.07,29.89
MINISAT1_CE_dup4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TC5B_dup1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MINISAT1_CE_dup5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PAL8D_CE,0,0,9,0,0,3.48,0,0,0,0,0,0.07,1,0,2,0,0,0
PALTTTAAA1_dup7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
AT_rich_dup85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINISAT1_CE_dup6,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,10
CERP3_dup4,0,0,0,0,0,2,0,2,0,0,3,1,0,4,0,0,0,5
PALTTTAAA3_dup3,0,0,0,0,0,0.44,0,2,0,0,0,0,0.29,3,0,0,0.07,0
AT_rich_dup86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE1_dup26,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,0,0,0
AT_rich_dup88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE1_dup27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CELE6_dup1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
CELE1_dup28,0,0,0,0,0,3,0,0,0,0,3,0,3,1,0,0,0,0
CELE45_dup1,135.12,166.28,17.57,62.87,454.08,299.36,18.1,27.61,38.03,5.41,27.71,131.82,93.3,81.32,44.57,246.13,46.75,123.48
