RepeatID,rDNAdel.ESC134_L1_rep1__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC134_L1_rep2__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep1__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep2__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep3__fsp_ht2.ce10_sbl_sSR.bam,rDNAdel.ESC190_L1_rep4__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_18hr_rep1__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_18hr_rep2__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_24hr_rep1__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_24hr_rep2__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_auxin.0mM_24hr_rep3__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_eft3p.TIR1_auxin.1mM_24hr_rep1__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_eft3p.TIR1_auxin.1mM_24hr_rep2__fsp_ht2.ce10_sbl_sSR.bam,rpoa.2.degron_eft3p.TIR1_auxin.1mM_24hr_rep3__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep1__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep2__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep3__fsp_ht2.ce10_sbl_sSR.bam,wt.N2_L1_rep4__fsp_ht2.ce10_sbl_sSR.bam
T-rich_dup58,3,2,0,0,2,1,6,1,0,5,8,15,18,16,0,0,0,1
AT_rich_dup5297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5298,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
AT_rich_dup5299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTA5_CE_dup101,0,0,0,0,0,0,0,0,0,0,4,2,0,8,0,0,0,0
(GAA)n_dup23,0,1,2,50,0,0,0,0,4,0,1,1,1,9,0,0,1,2
HelitronY1A_CE_dup174,0,0.57,0,0,0,0.5,0,0,0,0,0,0.06,0.18,0.23,0,0,0,0
GA-rich_dup96,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RC35_dup18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY1A_CE_dup175,0,0.57,0,0,0,0,0.18,0,0,0,0,0.63,0.09,0.41,0,0,0,0.46
AT_rich_dup5300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE1_dup479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY1A_CE_dup176,0.04,0,0,0,0,0,0,0,1.94,0,0,2,6,0.1,0,23.72,0,0
AT_rich_dup5301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5302,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE2_dup691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY1A_CE_dup177,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0
CELE2_dup692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE14A_dup98,0,0,0,0,0,0,0,0,0,0,0,0,2,2,62,0,0,0
AT_rich_dup5306,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5308,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT_rich_dup5309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC123_dup62,0,0,0,0,0,5,0,0,0,1,1,2,5,1,0,0,0,0
Helitron2_CE_dup74,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
Helitron2_CE_dup75,1.27,0,3.92,34,0,11.04,0,0,0,0,0.25,0.75,2.46,2.36,0,0,0,6.08
CELE2_dup693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE2_dup694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDNAX1_CE_dup10,0,0,0,0,0,43.87,0,0,0,0,0,2,4,0,0,0,1,6.4
RCS5_dup19,0,0,23,55,0,1.6,0,0,0.4,0,0.35,0,0,4.3,0,24,3,1.8
(TTAGGC)n_dup133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0
(TTAGGC)n_dup134,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
IR3_CE_dup39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IR3_CE_dup40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46A_dup226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEMUDR1_dup59,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0
AT_rich_dup5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE14B_dup516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTA5_CE_dup102,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,17,0,18
MINISAT1_CE_dup420,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,5
CERP3_dup494,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP3_dup495,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
PALTA5_CE_dup103,0,0,0,0,23,0,0,0,1,0,0,0,0,6,0,0,0,0
(TTAGGC)n_dup135,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CELE14B_dup517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5315,0,0,0,0,0,0,0,0,2,0,1,0,2,3,0,0,0,0
GA-rich_dup97,3,7,0,78,13,38,0,5,10,0,28,35,50,44,0,55,2,29
AT_rich_dup5316,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
(T)n_dup12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.02,0,0
(CCA)n_dup6,20,25,0,0,54,56.5,7,9,25,5,33.5,90,62.5,85,0,80,9,60
AT_rich_dup5317,0,0,0,0,11,0,0,0,0,0,0,1,1,3,0,0,0,1
AT_rich_dup5318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT_rich_dup5319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE14A_dup99,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
TIR9TA1B_CE_dup49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1B_CE_dup50,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,11,0,0
A-rich_dup87,0,0,0,0,0,0,0,1,2,0,3,2,5,5,14,0,0,0
TIR9TA1B_CE_dup51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TTC)n_dup21,0,0,0,0,6,1,1,1,1,0,3,16,6,16,18,0,0,0
NPAL5A_CE_dup33,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,12
PALTA5_CE_dup104,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
(G)n_dup14,0.53,3.27,0.35,4.19,4.1,6.58,0.03,0.5,0,0.04,0,0.54,1,0,0,0.27,1,5.59
(GCCTAA)n_dup99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
PALTA5_CE_dup105,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
AT_rich_dup5320,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1_CE_dup28,0,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,0
PALTA1_CE_dup10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE1_dup480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE1_dup481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE14B_dup518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE14B_dup519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
CeRep58_dup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5322,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Helitron1_CE_dup44,0,0,0,0,0,5,0,0,0,0,0,1,1,1,0,0,0,1
TIR9TA1B_CE_dup52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TIR9TA1B_CE_dup53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1B_CE_dup54,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
(T)n_dup13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0
PALTTAA1_CE_dup221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTAA1_CE_dup222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP4_dup24,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
AT_rich_dup5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5324,0,1,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,3
CERP4_dup25,0.14,0,0,0,0.45,0.18,0,0,0,0,0,0,0.29,19.27,0,0,0,0
AT_rich_dup5325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP4_dup26,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0
CELE45_dup28,15.5,24.51,124.18,34.07,140.25,51.59,2.98,15.28,9.34,1.71,12.67,55,29.97,43.8,10.76,54.84,5.31,32.48
MAR_CE_dup5,0,0,1,0,0,0,0,2,0,0,0.5,0,0,7,0,0,0,0
LTR1_CE_dup4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5326,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,1.33
CeRep52_dup28,0,0,0,0,0,9,0,0,0,0,0,0,4,4,0,0,3,0
CELE1_dup482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE1_dup483,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1_CE_dup29,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,14
CT-rich_dup87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CeRep52_dup29,0,0,0,0,0,0,0,0,0,0,2,0,2,3,21,0,0,12.98
CELE1_dup484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CELE1_dup485,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1B_CE_dup55,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0
TIR9TA1B_CE_dup56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
PALTTAA1_CE_dup223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(GCCTAA)n_dup100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TTAAA)n_dup5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA-rich_dup98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1_CE_dup30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(GCCTAA)n_dup101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT_rich_dup5330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE45_dup29,28.95,60.41,3.7,40.85,122.15,19.15,3.67,11.98,2.46,2.42,6.65,26.96,23.79,11.52,2.84,27.83,8.5,33.5
CELETC2_dup40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE45_dup30,116.82,89.42,221.18,437.75,311.35,155.2,4.73,18.71,26.64,3.24,45.93,164.82,110.07,90.66,66.8,74.02,21.9,74.94
AT_rich_dup5331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0
HAT1_CE_dup212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAL3A_CE_dup48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0
CERP16_dup231,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AT_rich_dup5332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HAT1_CE_dup213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAT1_CE_dup214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY2_CE_dup48,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0
TIR9TA1A_CE_dup4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
AT_rich_dup5333,0,1,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.67
MINISAT1_CE_dup421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR9A_dup322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5334,1,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0
AT_rich_dup5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE14B_dup520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
CER5-LTR_CE_dup3,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0
DNA-3-1_CE_dup25,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
(TCC)n_dup2,0,0,0,0,0,36,1,0,0,0,3,0,4,0,0,0,0,0
HAT1_CE_dup215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5337,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0
AT_rich_dup5338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5339,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT_rich_dup5340,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0
PALTA5_CE_dup106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PALTA3_CE_dup20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5342,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CELE14B_dup521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE45_dup31,33.17,37.62,22.12,120.82,46.71,14,0.25,0,1.25,0,0.5,9.5,3.83,7.43,20.75,2.14,0.25,0.58
AT_rich_dup5343,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AT_rich_dup5344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE7_dup167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEMUDR1_dup60,0,0,0,0,0,0,0,0,0,0,0,4,0,0,29,0,0,0
AT_rich_dup5346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5348,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
RC123_dup63,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
CELE45_dup32,66.66,47.86,22.04,209.99,240.74,45.6,2.33,2.09,5.27,2.02,9.69,47.47,54.47,21.94,18.04,3.92,14.35,5.22
NPAL0A_CE_dup3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tc1A_dup35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TIR9TA1B_CE_dup57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1B_CE_dup58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TTAGGC)n_dup136,0,0,0,0,0,0,0,0,0,0,0,2,7,7,0,23,1,4
AT_rich_dup5350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPAL0A_CE_dup4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPAL0A_CE_dup5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1B_CE_dup59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE7_dup168,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
AT_rich_dup5352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HelitronY4_CE_dup73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT_rich_dup5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP16_dup232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR9A_dup323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP3_dup496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE14B_dup522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE14B_dup523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTAA1_CE_dup224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP16_dup233,0,0,0,0,7,0,0,0,2,2,0,0,0,0,0,0,0,0
CELE46B_dup155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE46B_dup156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAT1_CE_dup216,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
CELE11_dup91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CELE46B_dup157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AT_rich_dup5358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TTAGGC)n_dup137,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5359,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CERP3_dup497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5360,3,0,0,0,0,3,3,5,9,2,7,34,24,32,0,0,2,0
TIR9TA1_CE_dup31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
AT_rich_dup5361,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
PALTA3_CE_dup21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0
Mariner2_CE_dup5,12.24,44.81,56.28,6.97,15.12,58.96,3.72,2.14,4.2,0.72,14.31,5.93,8.08,19.05,39.68,91.17,10.67,77.76
PALTA3_CE_dup22,0,0,0,0,14,0,1,0,3,0,0,0,1,0,0,0,0,0
CERP16_dup234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR9A_dup324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAT1_CE_dup217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1_CE_dup32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTTAA3_CE_dup187,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CERP3_dup498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP16_dup235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LR9A_dup325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP16_dup236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAT1_CE_dup218,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
CELE45_dup33,0,0.02,0,0,0.08,2.02,0,0,0,0,0.1,0.06,0.1,2.06,0,52,0,37.02
CERP16_dup237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LR9A_dup326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINISAT1_CE_dup422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP3_dup499,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
AT_rich_dup5362,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,7
PALTTAA3_CE_dup188,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0
PALTTAA1_CE_dup225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
(TA)n_dup78,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
(TTAGGC)n_dup138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PAL8C_1_dup4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAT1_CE_dup219,0,23.25,0,0,0,9.02,2,0,0,0,8,3,1,1,0,0,0,0
CELE46A_dup227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CELE46A_dup228,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0
PALTTTAAA1_dup117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tc1A_dup36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1B_CE_dup60,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
CELE1_dup486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE1_dup487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALTA4_CE_dup13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIR9TA1B_CE_dup61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CELE46A_dup229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE12B_dup20,0,0,29,0,0,5,0,0,0,0,0,0,1,0,0,0,2,0
AT_rich_dup5364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(TTAGGC)n_dup139,0,0,0,0,0,4,0,0,0,0,5,0,0,2,0,0,0,16
AT_rich_dup5367,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
CELE14B_dup524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
AT_rich_dup5368,0,0,0,0,11,0,0,1,0,0,0,0,1,2,0,0,0,0
AT_rich_dup5369,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CER4-LTR_CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5370,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HAT3_CE_dup68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AT_rich_dup5372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
HAT1_CE_dup220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP16_dup238,0,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,0,0
LR9A_dup327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAT1_CE_dup221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERP3_dup500,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
HAT1_CE_dup222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINISAT1_CE_dup423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELE14B_dup525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CELE14B_dup526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TIR9TA1B_CE_dup62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
PALTTTAAA2_dup116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
LINE2D_CE_dup6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT_rich_dup5375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CeRep4_dup13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LINE2C1_CE_dup7,0,0,0,0,0,4,0,0,0,0,0,3,3,9.25,0,0,0,0.25
PAL3A_CE_dup49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
HAT3_CE_dup69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINE1_CE_dup8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,11
