,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
(CATA)n,1.03320187703625,0.492547651216308,1.85997945920443,0.264813489621539,0.791153144564357,0.999794118537047
(CATAT)n,0.287455271944124,-0.309938478177488,3.01873736958994,-0.10267156106382,0.918223645317633,0.999794118537047
(CATATA)n,2.80475487764694,0.669117959833788,1.45067699171729,0.461245310743984,0.644622616832737,0.999794118537047
(CATCC)n,4.83247706360823,0.542164536708683,0.970953499725648,0.558383626880048,0.576582450840004,0.999794118537047
(CATG)n,0.637951027448236,2.66734782100805,2.74492183895407,0.971739079472085,0.331180369914448,0.999794118537047
(CATTC)n,2.56039734877609,-1.37753265110982,1.59794095144128,-0.862067305971065,0.38865048123316,0.999794118537047
(CATTT)n,0.453846353363925,1.82937234075276,2.2815773880141,0.801801573929982,0.422667748065428,0.999794118537047
(CCA)n,431.78391708327,0.159087347266588,0.2746022898519,0.579337293044379,0.562361606651605,0.999794118537047
(CCAA)n,20.9340185860031,0.74134738101873,1.29237308441594,0.573632637477717,0.566216421172647,0.999794118537047
(CCCCAA)n,0.808164241868456,3.92204545568655,3.02516795149399,1.29647197067179,0.194812930665945,0.999794118537047
(CCCCAG)n,831.774419119078,0.0695701273516212,0.446959181208071,0.155652082509151,0.87630726930761,0.999794118537047
(CCCGAA)n,23.8631830349112,0.0480016521795791,0.551144773080383,0.0870944523546777,0.930596435010392,0.999794118537047
(CCG)n,22.0678849875388,0.489779784942752,0.603497257174955,0.811569197904016,0.417038871694263,0.999794118537047
(CCTA)n,31.0133534485701,-0.39510485875329,0.478283143141177,-0.826089868353701,0.408753114560663,0.999794118537047
(CCTAG)n,3.17756169004765,-1.46628536460296,1.82403296667565,-0.80386999105356,0.421472062665569,0.999794118537047
(CCTCG)n,0.0322060575158283,1.61571749886387,3.05104330057249,0.529562297120037,0.59641544090326,0.999794118537047
(CCTG)n,46.0804625659066,-0.163781432226411,0.558394249460539,-0.293307877695086,0.769286832786909,0.999794118537047
(CGA)n,37.4253275660425,-0.134173389556466,0.759666181316636,-0.176621511996124,0.85980569560404,0.999794118537047
(CGATA)n,0.965506714568951,-2.80290744411769,2.48493059672022,-1.12796206373617,0.259335940864309,0.999794118537047
(CGG)n,69.9375938292282,0.0312705919338525,0.579501216028946,0.0539612188359767,0.956966062085726,0.999794118537047
(CGGA)n,0.215974883369667,2.66870852825931,3.0386231980167,0.878262408449053,0.379801331007086,0.999794118537047
(CTAGG)n,0.793482632843833,-0.944797386195468,2.12668994853774,-0.444257230277073,0.656856619515938,0.999794118537047
(CTAGGG)n,3.7753461155423,-0.894097154555583,1.50161646949877,-0.595423114168444,0.551560678802808,0.999794118537047
(CTAGT)n,0.755739765799712,0.33446754905038,2.74593413508986,0.121804651020675,0.903053730399366,0.999794118537047
(CTCG)n,0.42480126656621,-1.90969232627363,2.99935154675872,-0.63670173252527,0.524319144846553,0.999794118537047
(CTG)n,1404.18324515245,0.396393011187791,0.439814290272176,0.901273605599503,0.36744286384809,0.999794118537047
(CTGGGG)n,24.8729101861899,0.753211945546618,0.651443634736644,1.15621967179266,0.247591315374588,0.999794118537047
(G)n,14.7132205151348,0.649862893508428,0.698349317113513,0.930569956299959,0.352076061506153,0.999794118537047
(GA)n,181.648312863651,0.143685654267148,0.456537857156465,0.314728892718975,0.752967505038461,0.999794118537047
(GAA)n,315.042664841835,-0.157212666222637,0.456937522994735,-0.344057247022037,0.730803234189166,0.999794118537047
(GAAA)n,4.13910785642104,0.136877526592813,1.15612299142911,0.11839356851092,0.905755821524163,0.999794118537047
(GAATG)n,0.593392994984973,-0.295515190237607,2.19834808771316,-0.134426022834727,0.893065705135129,0.999794118537047
(GATTG)n,0.506924707793438,1.41527526104805,2.05276205899822,0.689449249533929,0.490540599911724,0.999794118537047
